epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
1,1.877990784225464,0.30938,1.6313181659698486,0.4067,6.31003212928772
2,1.6140029761505128,0.41396,1.4086561857223512,0.4924,5.357993841171265
3,1.4976900979614258,0.46344,1.3317159809112549,0.5343,5.279115915298462
4,1.415254154586792,0.49916,1.3228822032928467,0.5399,4.85110878944397
5,1.3840473851394652,0.5136,1.2601755409240722,0.5634,2.4585750102996826
6,1.3697902411651612,0.52412,1.3078548187255858,0.5477,1.9772193431854248
7,1.347152894821167,0.53514,1.2365892459869385,0.5687,2.2326292991638184
8,1.3044818647766114,0.54948,1.1940961702346802,0.587,2.0332510471343994
9,1.2845510333251953,0.55814,1.2610958080291748,0.5799,2.1257870197296143
10,1.2703250198364258,0.56538,1.2295354347229004,0.5797,2.2891650199890137
11,1.2806800012207031,0.56432,1.303983126449585,0.551,2.049374580383301
12,1.2630226293945312,0.57178,1.200927261352539,0.5985,1.9615747928619385
13,1.2637432501220702,0.57326,1.270397352218628,0.584,2.1408519744873047
14,1.2275825814056396,0.58472,1.1957380359649659,0.5913,2.355663537979126
15,1.2261360164260864,0.587,1.1773696733474732,0.6019,2.2002899646759033
16,1.2437685735321045,0.58318,1.1848121509552,0.6086,2.1242856979370117
17,1.2268113702392578,0.58786,1.2226273937225343,0.6011,2.438648223876953
18,1.2128891673278808,0.59512,1.193971769618988,0.605,2.464445114135742
19,1.1963624066162108,0.59914,1.150249656867981,0.6193,2.1691243648529053
20,1.228688652114868,0.59328,1.1879634757995605,0.5992,1.9369604587554932
21,1.1955812978744507,0.60488,1.2070635396957397,0.6146,1.9249005317687988
22,1.1828692051887513,0.6087,1.159496435546875,0.6197,1.973771333694458
23,1.1910475789642334,0.60438,1.1730548095703126,0.6049,1.9997601509094238
24,1.2222874954986571,0.59736,1.154110146999359,0.6243,1.9813029766082764
25,1.2175316696929932,0.60044,1.2358097093582154,0.5973,1.994377851486206
26,1.2024948463821412,0.60308,1.2305077095031738,0.5938,1.9147050380706787
27,1.1916889135742188,0.60642,1.1185180278778075,0.6373,1.9918327331542969
28,1.2140082927131652,0.60206,1.1381532669067382,0.6271,1.967977523803711
