epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
1,1.8273308905410766,0.33068,1.5349849292755127,0.4526,10.379441738128662
2,1.3618960571289063,0.50456,1.2034122653961181,0.5649,9.934197664260864
3,1.1256261333847046,0.59532,1.0793232833862305,0.624,9.757483959197998
4,0.9449504945373535,0.66592,0.898631799697876,0.6783,9.966413259506226
5,0.8036993173408509,0.71572,0.7600666416168212,0.7316,9.964091539382935
6,0.7074911832809448,0.75114,0.7278129282951356,0.7498,9.898900508880615
7,0.6370497448158264,0.77752,0.7018323716163635,0.7554,10.05172872543335
8,0.5797588171958923,0.79856,0.6571571422576904,0.7772,9.964789628982544
9,0.5396323028182983,0.812,0.5343337226867676,0.8147,9.958801984786987
10,0.5034014790344238,0.82392,0.5756453020095825,0.8071,9.995187282562256
11,0.4769820481300354,0.83538,0.5475098355293274,0.811,10.017204523086548
12,0.45250857522964477,0.84278,0.5091496823310852,0.8291,10.355750322341919
13,0.4315895253944397,0.84998,0.4873585614681244,0.8348,10.496526718139648
14,0.4092142854785919,0.85814,0.49750783500671386,0.8316,10.02292776107788
15,0.3894121552848816,0.86294,0.46141084699630736,0.8478,10.104280471801758
16,0.37361503660678863,0.86902,0.4435862510681152,0.8492,9.926894187927246
17,0.35839334233284,0.8744,0.46738018016815186,0.8448,10.253455877304077
18,0.3427390388393402,0.87862,0.46563716983795167,0.8471,10.321342945098877
19,0.33292225031852724,0.88154,0.4572470245361328,0.8461,10.264982223510742
20,0.31727461815834046,0.88926,0.43793567376136777,0.8546,10.251057863235474
21,0.3063447235965729,0.89262,0.43647734594345095,0.8619,10.357065677642822
22,0.2943875806522369,0.89598,0.42607093515396116,0.8536,10.280197620391846
23,0.2877073028850555,0.89862,0.4182117653846741,0.8642,9.822250366210938
24,0.2781479971694946,0.90144,0.4308881699085236,0.8582,9.99092960357666
25,0.266471782579422,0.90452,0.41032615747451784,0.8649,9.918356657028198
26,0.25659612771987916,0.90834,0.40270402059555055,0.869,10.03243613243103
27,0.24986269365310668,0.9114,0.404181423330307,0.8703,9.961348295211792
28,0.23720390386104584,0.91516,0.42561552081108095,0.8665,10.010948419570923
29,0.2329303124141693,0.9178,0.4182306724071503,0.8679,9.968860626220703
30,0.22412189593315124,0.92084,0.4076138820171356,0.871,10.076297998428345
31,0.21974566695213318,0.92134,0.40261608543395994,0.8727,9.765681743621826
32,0.21320973113536834,0.92406,0.39408600263595583,0.8785,9.834669828414917
33,0.20696599606513977,0.92666,0.43151733541488646,0.8642,9.965255737304688
34,0.19931356162548064,0.92866,0.385485973739624,0.8809,10.018590450286865
35,0.19895032150745393,0.92856,0.4097273313522339,0.8741,10.06472396850586
36,0.18576868702888488,0.93312,0.4089589548110962,0.8755,9.813265800476074
37,0.18422649098396301,0.93376,0.4398504912853241,0.8707,10.116827487945557
38,0.17523752303600312,0.93754,0.42975908517837524,0.8733,9.98107385635376
39,0.1731334078502655,0.93758,0.39722659091949464,0.881,9.962177753448486
40,0.16668008186817168,0.94096,0.40390115604400634,0.8768,9.770224571228027
41,0.1591159125804901,0.94284,0.4299153636932373,0.8732,9.941993474960327
42,0.15392701277732848,0.9449,0.42324279823303224,0.8811,10.017857074737549
43,0.15263840218544006,0.94538,0.45046731519699096,0.8751,9.876453399658203
44,0.1458512433195114,0.94718,0.4309905773162842,0.8785,9.900228023529053
45,0.1448031582570076,0.94798,0.41733178310394287,0.8836,9.859720230102539
46,0.13873406636238098,0.94996,0.44339393792152404,0.876,9.744890689849854
47,0.13958367460250853,0.95026,0.4360585844516754,0.877,9.90705680847168
48,0.12929176242113113,0.95254,0.43843774251937867,0.8807,9.906158208847046
49,0.12647134410858155,0.95382,0.43703634223937987,0.8802,10.012195825576782
50,0.12124246600866317,0.95576,0.4531057994365692,0.8794,9.99294400215149
51,0.12647060813426972,0.9547,0.4392204520702362,0.8819,9.925121784210205
52,0.11918430329322816,0.957,0.4595021230697632,0.883,9.979838609695435
53,0.11406712214469909,0.9604,0.45023010416030884,0.8858,9.968086957931519
54,0.11577584359407425,0.9586,0.4591821944713593,0.8798,9.92669129371643
55,0.1107152452969551,0.9603,0.44787503747940066,0.8875,9.928309202194214
56,0.10681443596363067,0.96176,0.4765495970249176,0.8801,9.911267280578613
57,0.1062057888507843,0.96116,0.4490700620651245,0.886,9.966285943984985
58,0.09834179672956467,0.96462,0.4904345078229904,0.8781,9.881330728530884
59,0.09766184011936188,0.96474,0.4826749825000763,0.8833,9.957867860794067
60,0.09904008642673492,0.96448,0.4794605652809143,0.8826,9.889671564102173
61,0.09353840861797333,0.96594,0.4750070571899414,0.8851,9.943426370620728
62,0.09317349174022675,0.96636,0.4834376638889313,0.8865,9.941815376281738
63,0.09148593611717225,0.96754,0.4914535937309265,0.8814,9.954553604125977
64,0.08497099988460541,0.96878,0.47621675977706907,0.8843,9.875818729400635
65,0.08662505621910095,0.96872,0.48090759773254393,0.8875,9.915887594223022
66,0.08632385188102722,0.9686,0.4908773568153381,0.8814,9.940252542495728
67,0.08269185203552246,0.97056,0.4795093044281006,0.8873,9.957996845245361
68,0.07486396995544434,0.97302,0.50341028881073,0.8836,9.916576862335205
69,0.08009636034488678,0.97204,0.5133963116645813,0.8792,9.90791654586792
70,0.07474349006235599,0.97266,0.46931083908081056,0.8947,9.850306749343872
71,0.07076804785728455,0.97444,0.5242775413513183,0.8854,9.950725555419922
72,0.07355251721858978,0.97446,0.5034106671333313,0.8856,9.966679573059082
73,0.07688118660926818,0.9725,0.5069657320976257,0.8841,9.918151140213013
74,0.06812310207605361,0.97464,0.5105961733818054,0.8869,9.931747674942017
75,0.06716591413497924,0.9759,0.5246261212348938,0.8803,9.917593479156494
76,0.06612663797974587,0.9766,0.497321954536438,0.8857,9.957387685775757
77,0.06205817939460277,0.9783,0.49045053157806395,0.8917,9.958438634872437
78,0.06178102420806885,0.97818,0.5376422219276428,0.8831,9.95925784111023
79,0.06468879646301269,0.97764,0.5086903618812562,0.8851,9.959500789642334
80,0.06461483685851097,0.97756,0.5174070524215698,0.8871,9.999588251113892
81,0.061473855023384094,0.97804,0.4958550820350647,0.8884,9.86711049079895
82,0.056892439917325975,0.97912,0.5246471994400025,0.888,9.996445417404175
83,0.0570504847240448,0.98028,0.5410403604030609,0.8875,9.93892502784729
84,0.057540916223526,0.9791,0.5095735281944275,0.8905,9.994545698165894
85,0.055120333384126426,0.98052,0.5470319145202637,0.8837,9.97077226638794
86,0.05823709664285183,0.97908,0.5068565042495727,0.8936,9.861284494400024
87,0.05810386574268341,0.97882,0.5360960514068603,0.8843,9.876586198806763
88,0.052830890352725986,0.98118,0.5461011272430419,0.8865,9.908010244369507
89,0.05226769140899181,0.98116,0.5783109018325806,0.88,9.9396493434906
90,0.0510507190233469,0.9816,0.5298268501758575,0.8886,9.899518489837646
91,0.05031442494630814,0.98184,0.5230103602409363,0.8942,9.97217869758606
92,0.050661361289024355,0.98218,0.5740018182754517,0.8845,9.952125072479248
93,0.04858082587003708,0.98326,0.5019674622535706,0.8924,10.026205062866211
94,0.045891938039064405,0.98266,0.5583772183418274,0.888,10.00417160987854
95,0.04570656461715698,0.9834,0.535898212146759,0.8913,9.9640212059021
96,0.04752669570207596,0.98298,0.5208590746879578,0.892,9.885590076446533
97,0.042716144029051065,0.98524,0.5375921489715576,0.8948,9.953322649002075
98,0.047064748743772505,0.983,0.5457794753074646,0.8902,9.894726037979126
99,0.04147167372584343,0.9852,0.5230479743003845,0.8956,9.85737419128418
100,0.04170598398029804,0.98542,0.5326509323120118,0.8963,9.868878364562988
101,0.025130679775625466,0.99132,0.4916713187217712,0.901,9.915221452713013
102,0.01876944569632411,0.99426,0.49291200008392333,0.9026,9.913769960403442
103,0.01637755464091897,0.99496,0.49319606485366824,0.9029,9.907455205917358
104,0.015011716328263282,0.99534,0.4918788028717041,0.9044,9.970816135406494
105,0.014554887437820435,0.9955,0.49882642307281494,0.903,10.004024982452393
106,0.012398424534201622,0.99614,0.496948358631134,0.9042,10.026693105697632
107,0.011860077992379665,0.99646,0.5017238370895386,0.9029,9.926196336746216
108,0.011847537603378295,0.9962,0.5009339695930481,0.9039,9.942462682723999
109,0.010443726342916489,0.99694,0.5074881754875183,0.9043,9.928872346878052
110,0.011346080303639174,0.99674,0.5139767652511597,0.9058,10.04937481880188
111,0.010599358777105808,0.99682,0.5133819972991943,0.9053,9.961273431777954
112,0.009687018987163901,0.9973,0.5108696155548096,0.9045,9.828237056732178
113,0.009254803823195398,0.9975,0.5191018820762634,0.9048,10.050667524337769
114,0.008988662277311087,0.99746,0.5220757486343384,0.9051,10.015494346618652
115,0.008536986349076032,0.9975,0.524450404548645,0.9048,10.21417760848999
116,0.008402790810316802,0.99784,0.5255647419929504,0.9053,10.395513772964478
117,0.008814512961804867,0.99728,0.5312530142784119,0.9054,10.596426248550415
118,0.008846646100506186,0.99746,0.5289496650695801,0.9048,10.929139614105225
119,0.00787138646557927,0.99766,0.5320166254043579,0.9046,10.914906024932861
120,0.008160653769224882,0.99752,0.5327893637657165,0.9052,10.911366701126099
121,0.0076399389245547355,0.99778,0.5364982091903686,0.9068,11.208140850067139
122,0.007858080641627312,0.99792,0.5377772911071778,0.9053,11.064942598342896
123,0.00764210886143148,0.99788,0.5367080403327942,0.9061,11.176981687545776
124,0.007672619835957885,0.99772,0.5419532170295716,0.906,11.290854930877686
125,0.0072469939703866835,0.99772,0.5427002109527588,0.905,11.337801694869995
126,0.00685789202362299,0.99796,0.5489567029953003,0.9054,11.288540124893188
127,0.006790397244766355,0.99796,0.5514875137329102,0.9054,11.283801555633545
128,0.006721811011210084,0.99806,0.5503328123092651,0.9057,11.29941463470459
129,0.00645745743997395,0.99822,0.552710948562622,0.9046,11.190580606460571
130,0.007106218428201973,0.99784,0.5564560493469238,0.9069,11.177622556686401
131,0.006862340431883931,0.99782,0.5545506757736206,0.9059,11.2372567653656
132,0.006244869363605976,0.99832,0.5533153770446777,0.907,11.227371215820312
133,0.005784613408669829,0.99834,0.5571860251426697,0.907,11.290932416915894
134,0.005926765319854021,0.99814,0.5571919580459594,0.9071,11.247987031936646
135,0.005657543503176421,0.99828,0.5594830319404602,0.907,11.254623174667358
136,0.006026947263777256,0.9982,0.5581923005104065,0.9069,11.639239311218262
137,0.005868961061909795,0.9983,0.564811206150055,0.9052,11.29155707359314
138,0.00557475733011961,0.99838,0.5672771655082702,0.9054,11.521759986877441
139,0.005183916352391243,0.99852,0.566501007270813,0.9055,11.457575559616089
140,0.0052818497826159,0.99876,0.5681542966842651,0.9075,11.454355716705322
141,0.0058005689679458735,0.9986,0.567477933216095,0.9072,11.464869022369385
142,0.005182849044855684,0.99854,0.5688935223579407,0.9067,11.435140371322632
143,0.005613521040156484,0.99854,0.5696750905036926,0.9063,11.504684448242188
144,0.005193456982187926,0.99838,0.5745913376808166,0.9048,11.304207563400269
145,0.004705535329319536,0.99858,0.5775319941520691,0.9062,11.150379419326782
146,0.0052964710970595475,0.99836,0.5744631447792053,0.9057,10.971410036087036
147,0.004865469613149762,0.99864,0.5771192973136902,0.9059,11.110830545425415
148,0.004970240103174001,0.99852,0.5823464214324952,0.9063,11.000707864761353
149,0.005207487635351718,0.99846,0.5775774984359742,0.9042,11.182001113891602
150,0.004483850112818181,0.99872,0.576925738620758,0.9063,11.321328401565552
151,0.005416838133372366,0.99848,0.5728291672706604,0.9073,11.089491128921509
152,0.0048437717230618,0.9986,0.5842230766296387,0.9079,11.386853694915771
153,0.004812761773616075,0.99856,0.5790533863067627,0.9074,11.186042785644531
154,0.004497971007227898,0.9985,0.5846037660598755,0.9075,10.96234130859375
155,0.004590246381890028,0.9986,0.5849946323394776,0.9069,10.887365579605103
156,0.004901207829527557,0.99842,0.5860519374847412,0.9063,10.90205430984497
157,0.0040248131510987875,0.99898,0.5870442136764527,0.9064,10.880941152572632
158,0.004127830424271524,0.99886,0.5910651408195495,0.9066,10.995063543319702
159,0.0038444642939791085,0.99904,0.5913199147224426,0.9066,11.02970838546753
160,0.0035355589585192504,0.99924,0.5959932004928589,0.9067,10.922820329666138
161,0.004458726325519383,0.99856,0.5969948413848877,0.9062,10.854091882705688
162,0.004997506448593922,0.99872,0.5950266603469848,0.9063,10.808035850524902
163,0.003863578718919307,0.999,0.5966642062187195,0.907,10.864751815795898
164,0.004030051688402891,0.99898,0.5991839261054993,0.9061,10.78031611442566
165,0.004050913829430938,0.99888,0.6032746148109436,0.9066,10.952561855316162
166,0.0038052866281196476,0.99892,0.6025957931518555,0.906,10.97973346710205
167,0.004300882712993771,0.9988,0.6010889037132263,0.905,10.810314416885376
168,0.00412580572232604,0.99894,0.6033728136062622,0.905,10.946377038955688
169,0.0037886631068214773,0.99894,0.6009951402664184,0.9067,10.765261173248291
170,0.0035614886910654603,0.9992,0.6015389594078064,0.9057,10.813508033752441
171,0.0037287872605212035,0.99884,0.609168713092804,0.9049,10.749524354934692
172,0.003980867926049978,0.99868,0.6052060124397278,0.9058,10.787813425064087
173,0.003971787502095103,0.9989,0.6040554706573487,0.9049,11.136128187179565
174,0.0034908079610019922,0.99894,0.6074939214706421,0.9045,10.941885232925415
175,0.0037548769107088446,0.99896,0.6035771974563598,0.906,10.811346530914307
176,0.0036620231791958213,0.999,0.6101474185943604,0.9056,10.803165435791016
177,0.0039488095498271284,0.99878,0.6081774285316467,0.9053,10.891608953475952
178,0.0034581369725428523,0.99896,0.6106718675613403,0.9054,11.045985698699951
179,0.003961009669937193,0.99888,0.6104413329124451,0.9057,11.007269859313965
180,0.0037713622495532035,0.99886,0.6097770201683045,0.9058,10.934356212615967
181,0.0034090511860512198,0.9991,0.6114322822570801,0.9067,10.886441707611084
182,0.0033342912168242036,0.99916,0.6191438915252686,0.9061,10.888768911361694
183,0.0032131259116344154,0.99914,0.6185507591247559,0.9072,10.818453788757324
184,0.003568445715466514,0.99888,0.6181983052253723,0.9068,10.891531467437744
185,0.003065532387783751,0.99914,0.6209865923881531,0.9065,10.87336254119873
186,0.0035780628040246666,0.99898,0.6247530413627624,0.9065,10.861452341079712
187,0.00362607276532799,0.99906,0.6281877033233643,0.9042,10.922829627990723
188,0.0036182596505153924,0.99892,0.6213016492843628,0.9048,10.969667196273804
189,0.0032431793924607337,0.99914,0.6295442543983459,0.9051,10.930131435394287
190,0.0032034374359808863,0.99904,0.6284494283676147,0.9054,10.975568771362305
191,0.0029592136818170547,0.9992,0.6302838255882263,0.9054,10.779021263122559
192,0.0033950784707255663,0.99906,0.6283251583099365,0.906,10.797410726547241
193,0.002831192802619189,0.9993,0.6313211561203003,0.9062,10.776470184326172
194,0.00276790952924639,0.9994,0.634928507232666,0.9057,10.773204326629639
195,0.003002932188399136,0.99914,0.6327968879699707,0.9057,10.790528774261475
196,0.0032184710165765137,0.99912,0.6406119139671326,0.9057,10.799604892730713
197,0.002934145604381338,0.99922,0.6358624335289002,0.9056,10.853242635726929
198,0.0028381945764808917,0.99914,0.6335977735519409,0.9064,10.861696004867554
199,0.0031361418389342726,0.99914,0.6309883383750916,0.9057,10.857316255569458
200,0.0026540765568986535,0.99926,0.6347752048492432,0.9072,10.858678817749023
201,0.003215508419992402,0.99926,0.6385072742462158,0.9069,10.876843690872192
202,0.0028948264124128036,0.99908,0.6292853689193726,0.907,10.87985634803772
203,0.0030699454295262693,0.99934,0.6347415063858032,0.9064,10.831103324890137
204,0.003020594184258953,0.99924,0.6288528399467468,0.9061,11.075010776519775
205,0.0026261625282652675,0.99926,0.6407837785720826,0.9062,10.89750623703003
206,0.0031448224912956355,0.99924,0.6370717800140381,0.9062,10.764169931411743
207,0.0026489794760383664,0.99918,0.6346493017196655,0.9059,10.574110984802246
208,0.002872518971208483,0.99924,0.6355189640045166,0.9069,10.86349105834961
209,0.0027257933606300504,0.99926,0.633440212059021,0.9054,10.90976333618164
210,0.002960334369558841,0.99934,0.6348039844512939,0.9064,10.978475093841553
211,0.0027664645744487643,0.9993,0.6341401472091674,0.9061,11.073115587234497
212,0.002976662975838408,0.99914,0.636865646648407,0.9064,10.584946155548096
213,0.002676415242375806,0.99924,0.6340939108848572,0.9068,10.880000829696655
214,0.003127788379052654,0.99918,0.6352264240264892,0.9057,10.784566402435303
215,0.002593501755297184,0.99928,0.6420263345718383,0.9066,10.84018325805664
216,0.002817282535806298,0.99928,0.6323826875686646,0.9072,10.789541959762573
217,0.002782521187197417,0.99922,0.631182002544403,0.9064,10.72862720489502
218,0.0025862334709614515,0.99932,0.6402693815231323,0.9072,10.8258216381073
219,0.002841411155182868,0.99934,0.6334228495597839,0.9063,10.936084270477295
220,0.0025321763292886316,0.99922,0.636068298625946,0.9067,10.882315158843994
221,0.00259277166640386,0.99914,0.6386828837394715,0.9066,10.800160646438599
222,0.0024812597909476606,0.9994,0.6382424565315247,0.9061,10.827229976654053
223,0.0025748264149948953,0.99928,0.6377725504875184,0.9067,10.800661325454712
224,0.0026069814780075103,0.99932,0.6359958819389343,0.9058,10.784929990768433
225,0.0030414894021302463,0.9992,0.6365535223960876,0.9067,10.765275001525879
226,0.0028178741295821963,0.99918,0.6316947934150696,0.9062,10.7964928150177
227,0.0025907223609182984,0.9994,0.6348675470352173,0.9064,10.793701171875
228,0.0022369906259234996,0.99952,0.6322391277313233,0.9064,10.832502841949463
229,0.0026030989165976644,0.99926,0.6301365054130554,0.9067,10.773208856582642
230,0.0027618669918738304,0.99916,0.6344950069427491,0.907,10.8777437210083
231,0.002924513738633832,0.99912,0.6319481209754944,0.906,10.76130986213684
232,0.0029897812433354555,0.99928,0.6324539838790894,0.9052,10.781051635742188
233,0.0025582707415893672,0.9994,0.6315667320251465,0.9068,11.05195951461792
234,0.0027889523338340224,0.99912,0.6329425281524658,0.9072,11.007394075393677
235,0.002895146535206586,0.99924,0.6315073243141174,0.9055,10.8906888961792
236,0.0024616076746024193,0.99932,0.6346514736175537,0.9062,10.888475179672241
237,0.002467958296118304,0.99934,0.6391411952972412,0.9066,10.893517971038818
238,0.003190313146384433,0.99904,0.6385285310745239,0.9075,10.905324697494507
239,0.0025528101653186606,0.99936,0.6377169055938721,0.9055,10.829055309295654
240,0.00247499869520776,0.99928,0.6337438266754151,0.9065,10.937052726745605
241,0.0020117079496290535,0.99956,0.6351111129760743,0.9065,10.928813219070435
242,0.0024548496918193998,0.99944,0.6350636226654053,0.9064,10.836558103561401
243,0.0027095479957014324,0.99928,0.6327219170570374,0.9064,10.843392372131348
244,0.0024906763312406836,0.99944,0.6346181963920593,0.906,10.935894012451172
245,0.0024690643862262367,0.99954,0.6334550327301025,0.9072,10.828714847564697
246,0.0022357958975993096,0.99942,0.6395998561859131,0.907,10.802587270736694
247,0.002416900046514347,0.9994,0.6329554564476013,0.9072,10.961958885192871
248,0.0027095384022407234,0.99932,0.6385860559463501,0.9063,10.72465205192566
249,0.002386352301798761,0.99946,0.6361353068351746,0.9063,10.828542470932007
250,0.002429445048524067,0.9993,0.6348550211906433,0.9065,10.682273864746094
251,0.0029370555741898715,0.99916,0.6374541051864624,0.9072,10.711574792861938
252,0.0025064009974338115,0.9994,0.634415829372406,0.9069,11.00177812576294
253,0.002516584263229743,0.99928,0.6346944957733154,0.9076,10.949118375778198
254,0.0027264710168074815,0.99938,0.6335148099899292,0.9067,11.055060625076294
255,0.0025464823139086366,0.99944,0.6338286956787109,0.9059,10.863723278045654
256,0.002801598529946059,0.99918,0.6374345170974731,0.9073,10.873433351516724
257,0.0025540883148182183,0.99922,0.6348124634742737,0.9061,10.97869062423706
258,0.0022274339017271994,0.99948,0.6330874264717102,0.9077,10.89211106300354
259,0.0024354959072032945,0.99938,0.6348466157913208,0.9072,10.792440414428711
260,0.0029274501984752717,0.99926,0.6335171967506409,0.9071,10.955908060073853
261,0.0029237024888815358,0.99916,0.6374981755256652,0.9076,11.080201387405396
262,0.0025433415509201586,0.99924,0.6350368079185486,0.9061,10.936662912368774
263,0.002589640868362039,0.99936,0.6353128932952881,0.9067,11.005462884902954
264,0.002783219764940441,0.99936,0.632683207321167,0.906,11.08905839920044
265,0.0025663970344886183,0.99938,0.6337549866676331,0.9062,10.860517263412476
266,0.00295757659194991,0.99916,0.6339243297576904,0.9067,10.849124908447266
267,0.002670991446916014,0.99916,0.6327091623306275,0.9067,10.838648319244385
268,0.0027228747524507342,0.99936,0.6371307819366455,0.9074,10.834455251693726
269,0.0030133359014149754,0.99898,0.6364514748573303,0.906,10.858988523483276
270,0.002686611350988969,0.99932,0.6386727241516114,0.9062,10.8479323387146
271,0.002463758019406814,0.9994,0.6352505769729614,0.9075,10.822797536849976
272,0.002450365869551897,0.9993,0.6401139933586121,0.9081,10.824127674102783
273,0.0023478561615012587,0.99942,0.6309708016395569,0.9063,10.797035694122314
274,0.0024814628076553344,0.99934,0.6433137840270996,0.9058,10.964085817337036
275,0.002404371668230742,0.99926,0.6380010382652282,0.9057,10.788550853729248
276,0.002185149078266695,0.9996,0.6374107042312622,0.9059,10.728488445281982
277,0.002040097161438316,0.99958,0.6385146760940552,0.908,6.039012908935547
278,0.0025691892260406167,0.99938,0.6408619435310364,0.9064,5.873767375946045
279,0.0025921591938100753,0.99932,0.6365020519256592,0.9067,5.8324806690216064
280,0.0024500698121450843,0.99934,0.6392787902832031,0.9072,5.816918849945068
281,0.002657217937707901,0.9992,0.6347911370277405,0.9054,5.7967448234558105
282,0.0026418193984217944,0.99928,0.6377711854934692,0.9077,5.814646005630493
283,0.0020530945646204057,0.99952,0.6378675270080566,0.9073,5.7339677810668945
284,0.0023324240185227246,0.99944,0.6424327003479003,0.9068,5.778709888458252
285,0.002805901717888191,0.99918,0.6349290871620178,0.9069,5.786671876907349
286,0.0025165112512232734,0.99926,0.6409350716590881,0.9061,5.80106520652771
287,0.002445560104837641,0.9994,0.6359047105789185,0.9072,5.865140199661255
288,0.0024060002649668602,0.99936,0.6357180630683898,0.9072,5.818189382553101
289,0.0025138130220398306,0.99932,0.6333463545799255,0.9072,5.781217098236084
290,0.002312157623199746,0.99954,0.6370489897727967,0.9066,5.853932619094849
291,0.002424969044812024,0.99936,0.6351603338241577,0.907,5.885773658752441
